"time","J1.w","J2.w","J3.w","J4.w"
0.7891,3.3556768421884939E+000,3.3313284009873789E+000,3.3313284010873789E+000,0.0000000000000000E+000
0.7921,3.3365393743555263E+000,3.3365393744555272E+000,3.3365393745555272E+000,0.0000000000000000E+000
0.7951,3.3345584010884175E+000,3.3345584011884184E+000,3.3345584012884184E+000,0.0000000000000000E+000
0.7981,3.3335082976174597E+000,3.3335082977174606E+000,3.3335082978174606E+000,0.0000000000000000E+000
0.8011,3.3333983847354052E+000,3.3333983848354061E+000,3.3333983849354061E+000,0.0000000000000000E+000
0.8041,3.3342296380367729E+000,3.3342296381367738E+000,3.3342296382367738E+000,0.0000000000000000E+000
0.8071,3.3359946792584148E+000,3.3359946793584156E+000,3.3359946794584157E+000,0.0000000000000000E+000
0.8101,3.3386778417694933E+000,3.3386778418694942E+000,3.3386778419694942E+000,0.0000000000000000E+000
0.8131,3.3422553096296093E+000,3.3422553097296102E+000,3.3422553098296102E+000,0.0000000000000000E+000
0.8161,3.3466953289807719E+000,3.3466953290807728E+000,3.3466953291807728E+000,0.0000000000000000E+000
0.8191,3.3519584898968948E+000,3.3519584899968957E+000,3.3519584900968957E+000,0.0000000000000000E+000
0.8221,3.3579980761890873E+000,3.3579980762890882E+000,3.3579980763890882E+000,0.0000000000000000E+000
0.8251,3.3647604800618547E+000,3.3647604801618556E+000,3.3647604802618556E+000,0.0000000000000000E+000
0.8281,3.3721856779396857E+000,3.3721856780396866E+000,3.3721856781396866E+000,0.0000000000000000E+000
0.8311,3.3802077632405583E+000,3.3802077633405592E+000,3.3802077634405592E+000,0.0000000000000000E+000
0.8341,3.3907739917601143E+000,3.3877463012710853E+000,3.3877463013710853E+000,0.0000000000000000E+000
0.8371,3.4028217214348366E+000,3.3952188069704845E+000,3.3952188070704845E+000,0.0000000000000000E+000
0.8401,3.4160774687726678E+000,3.4026422274444492E+000,3.4026422275444492E+000,0.0000000000000000E+000
0.8431,3.4302920042169602E+000,3.4100164571897369E+000,3.4100164572897369E+000,0.0000000000000000E+000
0.8461,3.4452084597825312E+000,3.4173413914022248E+000,3.4173413915022248E+000,0.0000000000000000E+000
0.8491,3.4605646108915837E+000,3.4246169259783832E+000,3.4246169260783832E+000,0.0000000000000000E+000
0.8521,3.4760952057427303E+000,3.4318429575167588E+000,3.4318429576167588E+000,0.0000000000000000E+000
0.8551,3.4915343215374217E+000,3.4390193833194487E+000,3.4390193834194487E+000,0.0000000000000000E+000
0.8581,3.5066177266497225E+000,3.4461461013935617E+000,3.4461461014935617E+000,0.0000000000000000E+000
0.8611,3.5210852277726108E+000,3.4532230104526551E+000,3.4532230105526551E+000,0.0000000000000000E+000
0.8641,3.5346829812073746E+000,3.4602500099181857E+000,3.4602500100181857E+000,0.0000000000000000E+000
0.8671,3.5471657477808747E+000,3.4672269999209377E+000,3.4672270000209378E+000,0.0000000000000000E+000
0.8701,3.5582990713758624E+000,3.4741538813024415E+000,3.4741538814024415E+000,0.0000000000000000E+000
0.8731,3.5678613617375268E+000,3.4810305556163796E+000,3.4810305557163796E+000,0.0000000000000000E+000
0.8761,3.5756458630691186E+000,3.4878569251299871E+000,3.4878569252299871E+000,0.0000000000000000E+000
0.8791,3.5814624909432302E+000,3.4946328928254431E+000,3.4946328929254431E+000,0.0000000000000000E+000
0.8821,3.5851395212241450E+000,3.5013583624012474E+000,3.5013583625012474E+000,0.0000000000000000E+000
0.8851,3.5865251160102471E+000,3.5080332382735926E+000,3.5080332383735926E+000,0.0000000000000000E+000
0.8881,3.5854886730520783E+000,3.5146574255777172E+000,3.5146574256777172E+000,0.0000000000000000E+000
0.8911,3.5819219866685090E+000,3.5212308301692543E+000,3.5212308302692543E+000,0.0000000000000000E+000
0.8941,3.5757402098566180E+000,3.5277533586255760E+000,3.5277533587255760E+000,0.0000000000000000E+000
0.8971,3.5668826090554875E+000,3.5342249182471162E+000,3.5342249183471162E+000,0.0000000000000000E+000
0.9001,3.5553131048645708E+000,3.5406454170586863E+000,3.5406454171586863E+000,0.0000000000000000E+000
0.9031,3.5410205939171511E+000,3.5320147638107922E+000,3.5320147639107922E+000,2.9999999999993143E-002
0.9061,3.5240190490518861E+000,3.5233328679809124E+000,3.5233328680809124E+000,5.9999999999989839E-002
0.9091,3.5111834820630112E+000,3.5111834821630112E+000,3.5111834822630112E+000,8.9999999999986535E-002
0.9121,3.4979009746431502E+000,3.4979009747431502E+000,3.4979009748431502E+000,1.1999999999998323E-001
0.9151,3.4837444650952722E+000,3.4837444651952723E+000,3.4837444652952723E+000,1.4999999999997993E-001
0.9181,3.4687508468923793E+000,3.4687508469923793E+000,3.4687508470923794E+000,1.7999999999997662E-001
0.9211,3.4529644437431566E+000,3.4529644438431566E+000,3.4529644439431566E+000,2.0999999999997332E-001
0.9241,3.4364366161715991E+000,3.4364366162715991E+000,3.4364366163715991E+000,2.3999999999996957E-001
0.9271,3.4192253056373629E+000,3.4192253057373629E+000,3.4192253058373629E+000,2.6999999999996627E-001
0.9301,3.4013945202432665E+000,3.4013945203432665E+000,3.4013945204432665E+000,2.9999999999996296E-001
0.9331,3.3830137665948374E+000,3.3830137666948374E+000,3.3830137667948375E+000,3.2999999999995966E-001
0.9361,3.3641574328547645E+000,3.3641574329547645E+000,3.3641574330547646E+000,3.5999999999995635E-001
0.9391,3.3449041284683005E+000,3.3449041285683005E+000,3.3449041286683006E+000,3.8999999999995305E-001
0.9421,3.3253359864202561E+000,3.3253359865202561E+000,3.3253359866202561E+000,4.1999999999994975E-001
0.9451,3.3055379342168134E+000,3.3055379343168134E+000,3.3055379344168134E+000,4.4999999999994644E-001
0.9481,3.2855969400629745E+000,3.2855969401629745E+000,3.2855969402629746E+000,4.7999999999994314E-001
0.9511,3.2656012409266091E+000,3.2656012410266091E+000,3.2656012411266091E+000,5.0999999999993983E-001
0.9541,3.2456395593408853E+000,3.2456395594408853E+000,3.2456395595408853E+000,5.3999999999993653E-001
0.9571,3.2258003158967816E+000,3.2258003159967816E+000,3.2258003160967816E+000,5.6999999999993323E-001
0.9601,3.2061708444156678E+000,3.2061708445156678E+000,3.2061708446156678E+000,5.9999999999992992E-001
0.9631,3.1868366167681170E+000,3.1868366168681170E+000,3.1868366169681170E+000,6.2999999999992617E-001
0.9661,3.1678804842195376E+000,3.1678804843195376E+000,3.1678804844195376E+000,6.5999999999992287E-001
0.9691,3.1493819420364662E+000,3.1493819421364662E+000,3.1493819422364662E+000,6.8999999999991957E-001
0.9721,3.1314164238809648E+000,3.1314164239809648E+000,3.1314164240809648E+000,7.1999999999991626E-001
0.9751,3.1140546322560936E+000,3.1140546323560936E+000,3.1140546324560936E+000,7.4999999999991296E-001
0.9781,3.0973619109454815E+000,3.0973619110454815E+000,3.0973619111454815E+000,7.7999999999990965E-001
0.9811,3.0813976650172852E+000,3.0813976651172852E+000,3.0813976652172852E+000,8.0999999999990591E-001
0.9841,3.0662148335405939E+000,3.0662148336405939E+000,3.0662148337405939E+000,8.3999999999990260E-001
0.9871,3.0518594196945128E+000,3.0518594197945128E+000,3.0518594198945128E+000,8.6999999999989930E-001
0.9901,3.0383700824406730E+000,3.0383700825406730E+000,3.0383700826406730E+000,8.9999999999989599E-001
0.9931,3.0257777933835621E+000,3.0257777934835621E+000,3.0257777935835621E+000,9.2999999999989269E-001
0.9961,3.0141055618643677E+000,3.0141055619643677E+000,3.0141055620643677E+000,9.5999999999988939E-001
0.9991,3.0033682307284408E+000,3.0033682308284408E+000,3.0033682309284409E+000,9.8999999999988608E-001
1.0021,2.9944824701129846E+000,2.9931156405002279E+000,2.9931156406002279E+000,1.0199999999998846E+000
1.0051,2.9887514198578380E+000,2.9826967862903095E+000,2.9826967863903096E+000,1.0499999999998795E+000
1.0081,2.9859165718796925E+000,2.9722240528578969E+000,2.9722240529578969E+000,1.0799999999998777E+000
1.0111,2.9859228484977351E+000,2.9616973758605090E+000,2.9616973759605090E+000,1.1099999999998751E+000
1.0141,2.9886909100885903E+000,2.9511166917223219E+000,2.9511166918223219E+000,1.1399999999998707E+000
1.0171,2.9941178604372412E+000,2.9404819376350777E+000,2.9404819377350777E+000,1.1699999999998674E+000
1.0201,3.0020781611643050E+000,2.9297930515589714E+000,2.9297930516589714E+000,1.1999999999998667E+000
1.0231,3.0124247471131489E+000,2.9190499722235264E+000,2.9190499723235264E+000,1.2299999999998630E+000
1.0261,3.0249903327965861E+000,2.9082526391284809E+000,2.9082526392284809E+000,1.2599999999998610E+000
1.0291,3.0395888983069770E+000,2.8974009925446316E+000,2.8974009926446316E+000,1.2899999999998562E+000
1.0321,3.0560173415007350E+000,2.8864949735146967E+000,2.8864949736146968E+000,1.3199999999998502E+000
1.0351,3.0740572817922653E+000,2.8755345238541454E+000,2.8755345239541454E+000,1.3499999999998453E+000
1.0381,3.0934769995467524E+000,2.8645195861520265E+000,2.8645195862520265E+000,1.3799999999998418E+000
1.0411,3.1140334938575744E+000,2.8534501037717823E+000,2.8534501038717823E+000,1.4099999999998394E+000
1.0441,3.1354746404433662E+000,2.8423260208520560E+000,2.8423260209520560E+000,1.4399999999998347E+000
1.0471,3.1575414305110643E+000,2.8311472823074886E+000,2.8311472824074886E+000,1.4699999999998306E+000
1.0501,3.1799702707126039E+000,2.8199138338294976E+000,2.8199138339294976E+000,1.4999999999998284E+000
1.0531,3.2024953237806795E+000,2.8086256218870433E+000,2.8086256219870434E+000,1.5299999999998224E+000
1.0561,3.2248508690679394E+000,2.7972825937274091E+000,2.7972825938274091E+000,1.5599999999998218E+000
1.0591,3.2467736620372096E+000,2.7858846973769245E+000,2.7858846974769245E+000,1.5899999999998187E+000
1.0621,3.2680052717598289E+000,2.7744318816417226E+000,2.7744318817417226E+000,1.6199999999998129E+000
1.0651,3.2882943756742113E+000,2.7629240961084682E+000,2.7629240962084682E+000,1.6499999999998112E+000
1.0681,3.3073989912361919E+000,2.7513612911450607E+000,2.7513612912450607E+000,1.6799999999998083E+000
1.0711,3.3250886246529001E+000,2.7397434179013502E+000,2.7397434180013502E+000,1.7099999999998050E+000
1.0741,3.3411463176277820E+000,2.7280704283098296E+000,2.7280704284098296E+000,1.7399999999998013E+000
1.0771,3.3553705739497373E+000,2.7163422750863173E+000,2.7163422751863173E+000,1.7699999999997988E+000
1.0801,3.3675771488258004E+000,2.7045589117306266E+000,2.7045589118306266E+000,1.7999999999997947E+000
1.0831,3.3776006850751328E+000,2.6927202925272327E+000,2.6927202926272327E+000,1.8299999999997916E+000
1.0861,3.3852961816613010E+000,2.6808263725459147E+000,2.6808263726459147E+000,1.8599999999997872E+000
1.0891,3.3905402815280867E+000,2.6688771076424036E+000,2.6688771077424036E+000,1.8899999999997852E+000
1.0921,3.3932323673078360E+000,2.6568724544589966E+000,2.6568724545589966E+000,1.9199999999997805E+000
1.0951,3.3932954551768137E+000,2.6448123704251905E+000,2.6448123705251905E+000,1.9499999999997792E+000
1.0981,3.3906768789235651E+000,2.6326968137582676E+000,2.6326968138582676E+000,1.9799999999997766E+000
1.1011,3.3853487581584911E+000,2.6205257434639040E+000,2.6205257435639040E+000,2.0099999999997729E+000
1.1041,3.3773082465087318E+000,2.6082991193367482E+000,2.6082991194367482E+000,2.0399999999997704E+000
1.1071,3.3665775575953578E+000,2.5960169019609882E+000,2.5960169020609882E+000,2.0699999999997667E+000
1.1101,3.3532037685622953E+000,2.5836790527109179E+000,2.5836790528109179E+000,2.0999999999997629E+000
1.1131,3.3372584029008534E+000,2.5712855337514839E+000,2.5712855338514840E+000,2.1299999999997605E+000
1.1161,3.3188367962727270E+000,2.5588363080388197E+000,2.5588363081388197E+000,2.1599999999997577E+000
1.1191,3.2980572509604764E+000,2.5463313393207763E+000,2.5463313394207763E+000,2.1899999999997544E+000
1.1221,3.2750599864506054E+000,2.5337705921374352E+000,2.5337705922374352E+000,2.2199999999997493E+000
1.1251,3.2500058954639672E+000,2.5211540318216188E+000,2.5211540319216188E+000,2.2499999999997464E+000
1.1281,3.2230751164750000E+000,2.5084816244993711E+000,2.5084816245993711E+000,2.2799999999997440E+000
1.1311,3.1944654353902577E+000,2.4957533370904477E+000,2.4957533371904477E+000,2.3099999999997411E+000
1.1341,3.1643905305730033E+000,2.4829691373087845E+000,2.4829691374087846E+000,2.3399999999997387E+000
1.1371,3.1330780767911568E+000,2.4701289936629554E+000,2.4701289937629554E+000,2.3699999999997359E+000
1.1401,3.1007677249180885E+000,2.4572328754566217E+000,2.4572328755566217E+000,2.3999999999997339E+000
1.1431,3.0677089753185420E+000,2.4442807527889627E+000,2.4442807528889627E+000,2.4299999999997293E+000
1.1461,3.0341624796731148E+000,2.4408488061592943E+000,2.4408488062592943E+000,2.4408488063592961E+000
1.1491,3.0003854478537519E+000,2.4421399504741510E+000,2.4421399505741510E+000,2.4421399506741528E+000
1.1521,2.9666407209517871E+000,2.4433937021662109E+000,2.4433937022662109E+000,2.4433937023662127E+000
1.1551,2.9331944870832722E+000,2.4446100434169380E+000,2.4446100435169380E+000,2.4446100436169398E+000
1.1581,2.9003112802553654E+000,2.4457889569394324E+000,2.4457889570394324E+000,2.4457889571394342E+000
1.1611,2.8682516320450562E+000,2.4469304259787248E+000,2.4469304260787248E+000,2.4469304261787266E+000
1.1641,2.8372697595478829E+000,2.4480344343120111E+000,2.4480344344120111E+000,2.4480344345120129E+000
1.1671,2.8076113093602926E+000,2.4491009662488898E+000,2.4491009663488899E+000,2.4491009664488916E+000
1.1701,2.7795111776201993E+000,2.4501300066315821E+000,2.4501300067315821E+000,2.4501300068315839E+000
1.1731,2.7531914254552086E+000,2.4511215408351457E+000,2.4511215409351457E+000,2.4511215410351475E+000
1.1761,2.7288593083411445E+000,2.4520755547676845E+000,2.4520755548676845E+000,2.4520755549676863E+000
1.1791,2.7067054368624133E+000,2.4529920348705487E+000,2.4529920349705487E+000,2.4529920350705505E+000
1.1821,2.6869020851994296E+000,2.4538709681185282E+000,2.4538709682185282E+000,2.4538709683185300E+000
1.1851,2.6696016623570724E+000,2.4547123420200352E+000,2.4547123421200352E+000,2.4547123422200370E+000
1.1881,2.6549353597036704E+000,2.4555161446172855E+000,2.4555161447172855E+000,2.4555161448172873E+000
1.1911,2.6430119868250288E+000,2.4562823644864649E+000,2.4562823645864649E+000,2.4562823646864667E+000
1.1941,2.6339170060265520E+000,2.4570109907378916E+000,2.4570109908378917E+000,2.4570109909378934E+000
1.1971,2.6277117740532834E+000,2.4577020130161755E+000,2.4577020131161755E+000,2.4577020132161773E+000
1.2001,2.6244329977583911E+000,2.4583554215003596E+000,2.4583554216003596E+000,2.4583554217003614E+000
1.2031,2.6240924085516388E+000,2.4589712069040623E+000,2.4589712070040624E+000,2.4589712071040641E+000
1.2061,2.6266766585174461E+000,2.4595493604756089E+000,2.4595493605756089E+000,2.4595493606756107E+000
1.2091,2.6321474391246049E+000,2.4600898739981614E+000,2.4600898740981614E+000,2.4600898741981632E+000
1.2121,2.6404418214739547E+000,2.4605927397898246E+000,2.4605927398898246E+000,2.4605927399898264E+000
1.2151,2.6514728150639759E+000,2.4610579507037595E+000,2.4610579508037596E+000,2.4610579509037613E+000
1.2181,2.6651301401146514E+000,2.4614855001282914E+000,2.4614855002282914E+000,2.4614855003282932E+000
1.2211,2.6812812065943699E+000,2.4618753819869976E+000,2.4618753820869976E+000,2.4618753821869994E+000
1.2241,2.6997722912599729E+000,2.4622275907387912E+000,2.4622275908387912E+000,2.4622275909387930E+000
1.2271,2.7204299022624698E+000,2.4625421213780094E+000,2.4625421214780094E+000,2.4625421215780112E+000
1.2301,2.7430623192060395E+000,2.4628189694344753E+000,2.4628189695344753E+000,2.4628189696344771E+000
1.2331,2.7674612949906767E+000,2.4630581309735620E+000,2.4630581310735620E+000,2.4630581311735638E+000
1.2361,2.7934039043328114E+000,2.4632596025962568E+000,2.4632596026962568E+000,2.4632596027962586E+000
1.2391,2.8206545225562634E+000,2.4634233814392044E+000,2.4634233815392044E+000,2.4634233816392062E+000
1.2421,2.8489669170896663E+000,2.4635494651747400E+000,2.4635494652747401E+000,2.4635494653747418E+000
1.2451,2.8780864331061009E+000,2.4636378520109381E+000,2.4636378521109381E+000,2.4636378522109399E+000
1.2481,2.9077522539049943E+000,2.4636885406916256E+000,2.4636885407916256E+000,2.4636885408916274E+000
1.2511,2.9376981689879189E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2541,2.9675832137450993E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2571,2.9971009440774163E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2601,3.0259893585207673E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2631,3.0539920414634305E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2661,3.0808604391091898E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2691,3.1063560656584248E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2721,3.1302526201249510E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2751,3.1523379949995940E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2781,3.1724161589314592E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2811,3.1903088967160769E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2841,3.2058573911461741E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2871,3.2189236326844535E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2901,3.2293916444460100E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2931,3.2371685116173783E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2961,3.2421852061749918E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.2991,3.2443971995828047E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3021,3.2437848580307334E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3051,3.2403536167057467E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3081,3.2341339315487532E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3111,3.2251810089255226E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3141,3.2135743156110710E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3171,3.1994168734369386E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3201,3.1828343448621239E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3231,3.1639739175841979E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3261,3.1430029980908807E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3291,3.1201077257482068E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3321,3.0954913206143351E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3351,3.0693722796439222E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3381,3.0419824372936897E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3411,3.0135649077433699E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3441,2.9843719269970372E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3471,2.9546626140184804E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3501,2.9247006707729319E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3531,2.8947520415897610E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3561,2.8650825526217756E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3591,2.8359555523534725E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3621,2.8076295741012451E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3651,2.7803560412533659E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3681,2.7543770356181896E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3711,2.7299231486888882E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3741,2.7072114348970309E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3771,2.6864434850220831E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3801,2.6678036368573776E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3831,2.6514573390148111E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3861,2.6375496823912510E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3891,2.6262041123314650E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3921,2.6175213329184999E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3951,2.6115784131171123E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.3981,2.6084281027041816E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4011,2.6080983640579554E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4041,2.6105921239620011E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4071,2.6158872476268678E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4101,2.6239367351600436E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4131,2.6346691387403300E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4161,2.6479891967937608E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4191,2.6637786795420753E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4221,2.6818974384186012E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4251,2.7021846500368545E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4281,2.7244602436703014E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4311,2.7485264995728773E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4341,2.7741698039534479E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4371,2.8011625450269437E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4401,2.8292651333126759E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4431,2.8582281282475313E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4461,2.8877944522380652E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4491,2.9177016724994251E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4521,2.9476843304273244E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4551,2.9774762978274070E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4581,3.0068131390879422E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4611,3.0354344583290342E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4641,3.0630862106948857E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4671,3.0895229572739238E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4701,3.1145100436319542E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4731,3.1378256826215312E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4761,3.1592629229803797E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4791,3.1786314862454512E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4821,3.1957594556780284E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4851,3.2104948022088733E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4881,3.2227067338590070E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4911,3.2322868566585732E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4941,3.2391501367593891E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.4971,3.2432356552014028E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
1.5,3.2445102902211707E+000,2.4637019858990210E+000,2.4637019859990210E+000,2.4637019860990228E+000
